id:int,name:string,facebook_likes:int
2118,Stephen Carpenter,12
2119,Stephen Chbosky,139
2120,Stephen Chow,0
2121,Stephen Daldry,335
2122,Stephen Frears,350
2123,Stephen Gaghan,79
2124,Stephen Herek,65
2125,Stephen Hillenburg,47
2126,Stephen Hopkins,81
2127,Stephen J. Anderson,15
2128,Stephen Kay,19
2129,Stephen Kijak,3
2130,Stephen Langford,7
2131,Stephen Milburn Anderson,0
2132,Stephen Norrington,45
2133,Stephen Sommers,208
2134,Sterling Van Wagenen,0
2135,Stevan Mena,25
2136,Steve Antin,59
2137,Steve Barron,48
2138,Steve Beck,17
2139,Steve Bendelack,68
2140,Steve Box,9
2141,Steve Boyum,9
2142,Steve Buscemi,12000
2143,Steve Carr,41
2144,Steve Carver,8
2145,Steve Gomer,9
2146,Steve Hickner,58
2147,Steve James,23
2148,Steve Martino,20
2149,Steve McQueen,0
2150,Steve Miner,49
2151,Steven Brill,65
2152,Steven E. de Souza,133
2153,Steven Quale,77
2154,Steven R. Monroe,68
2155,Steven Seagal,0
2156,Steven Shainberg,30
2157,Steven Soderbergh,0
2158,Steven Spielberg,14000
2159,Steven Zaillian,234
2160,Steve Oedekerk,176
2161,Steve Pink,38
2162,Steve Rash,15
2163,Steve Taylor,14
2164,Steve Trenbirth,0
2165,Stewart Hendler,10
2166,Stewart Raffill,12
2167,Stig Bergqvist,0
2168,Stiles White,10
2169,Stuart Baird,53
2170,Stuart Beattie,72
2171,Stuart Gillard,8
2172,Stuart Gordon,216
2173,Stuart Hazeldine,17
2174,Sue Corcoran,14
2175,Susanna White,24
2176,Susanne Bier,369
2177,Susan Seidelman,39
2178,Susan Stroman,38
2179,Sut Jhally,3
2180,Sydney Pollack,521
2181,Sylvain Chomet,162
2182,Sylvain White,41
2183,Sylvester Stallone,13000
2184,Sylvio Tabet,0
2185,Tadeo Garcia,5
2186,Taedong Park,0
2187,Takao Okawara,2
2188,Takashi Shimizu,70
2189,Takashi Yamazaki,7
2190,Takeshi Kitano,0
2191,Tamara Jenkins,84
2192,Tamra Davis,33
2193,Tanner Beard,531
2194,Tara Subkoff,37
2195,Tarsem Singh,763
2196,Tate Taylor,150
2197,Tay Garnett,10
2198,Taylor Hackford,138
2199,Ted Demme,47
2200,Teddy Chan,3
2201,Ted Kotcheff,270
2202,Ted Post,57
2203,Terence Davies,25
2204,Terence Young,92
2205,Terrence Malick,0
2206,Terron R. Parsons,9
2207,Terry George,83
2208,Terry Gilliam,0
2209,Terry Zwigoff,72
2210,Thaddeus O'Sullivan,5
2211,Thea Sharrock,17
2212,Theodore Melfi,51
2213,Theodore Witcher,28
2214,Thomas Bezucha,15
2215,Thomas Carter,49
2216,Thomas Lilti,12
2217,Thomas L. Phillips,120
2218,Thomas Vinterberg,346
2219,Thorbjørn Christoffersen,0
2220,Thor Freudenthal,87
2221,Tim Blake Nelson,596
2222,Tim Boxell,10
2223,Tim Burton,13000
2224,Tim Chambers,2
2225,Tim Fywell,3
2226,Tim Heidecker,78
2227,Tim Hill,25
2228,Tim Hunter,28
2229,Tim Johnson,12
2230,Tim McCanlies,23
2231,Tim Miller,84
2232,Timothy Björklund,0
2233,Timothy Hines,0
2234,Timothy Woodward Jr.,764
2235,Tim Robbins,0
2236,Tim Story,167
2237,Timur Bekmambetov,335
2238,Tina Gordon Chism,24
2239,Ti West,243
2240,Tobe Hooper,365
2241,Todd Field,143
2242,Todd Graff,650
2243,Todd Haynes,162
2244,Todd Lincoln,57
2245,Todd Phillips,480
2246,Todd Solondz,377
2247,Todd Strauss-Schulson,12
2248,Tod Williams,21
2249,Tomas Alfredson,140
2250,Tom Brady,105
2251,Tom Dey,9
2252,Tom DiCillo,32
2253,Tom Elkins,14
2254,Tom Ford,192
2255,Tom Gormican,19
2256,Tom Green,374
2257,Tom Hanks,15000
2258,Tom Holland,85
2259,Tom Hooper,0
2260,Tom Kalin,4
2261,Tom McCarthy,310
2262,Tom McGrath,96
2263,Tom McLoughlin,41
2264,Tomm Moore,45
2265,Tommy Lee Jones,0
2266,Tommy Lee Wallace,24
2267,Tommy O'Haver,13
2268,Tommy Oliver,66
2269,Tommy Wirkola,75
2270,Tom Putnam,15
2271,Tom Reeve,0
2272,Tom Sanchez,0
2273,Tom Schulman,45
2274,Tom Seidman,3
2275,Tom Shadyac,293
2276,Tom Tykwer,670
2277,Tom Vaughan,12
2278,Tom Walsh,2
2279,Tony Bancroft,7
2280,Tony Bill,23
2281,Tony Giglio,6
2282,Tony Gilroy,209
2283,Tony Goldwyn,956
2284,Tony Jaa,0
2285,Tony Kaye,194
2286,Tony Krantz,15
2287,Tony Maylam,6
2288,Tony Richardson,62
2289,Tony Scott,12000
2290,Tran Anh Hung,157
2291,Travis Cluff,3
2292,Travis Legge,138
2293,Travis Romero,4
2294,Travis Zariwny,4
2295,Trent Cooper,0
2296,Trey Parker,406
2297,Troy Duffy,78
2298,Troy Miller,14
2299,Troy Nixey,24
2300,Tuck Tucker,14
2301,Tung-Shing Yee,3
2302,Tyler Oliver,0
2303,Tyler Perry,0
2304,Udayan Prasad,4
2305,Uli Edel,34
2306,Ulu Grosbard,22
2307,U. Roberto Romano,6
2308,Uwe Boll,892
2309,Vadim Perelman,26
2310,Valentine,0
2311,Valeri Milev,6
2312,Vera Farmiga,0
2313,Vic Armstrong,179
2314,Vicente Amorim,6
2315,Vicky Jenson,96
2316,Vicky Jewson,3
2317,Vic Sarin,24
2318,Victor Fleming,149
2319,Victor Nunez,9
2320,Victor Salva,108
2321,Vidhu Vinod Chopra,34
2322,Vijay Chandar,0
2323,Vincente Minnelli,136
2324,Vincent Gallo,787
2325,Vincent Paronnaud,10
2326,Vincent Ward,25
2327,Vincenzo Natali,165
2328,Vipul Amrutlal Shah,11
2329,Vivek Agnihotri,5
2330,Vladlen Barbe,0
2331,Vondie Curtis-Hall,170
2332,Wade Gasque,0
2333,Wajahat Rauf,3
2334,Wallace Wolodarsky,32
2335,Wally Pfister,0
2336,Walt Becker,12
2337,Walter Hill,394
2338,Walter Lang,9
2339,Walter Murch,181
2340,Walter Salles,179
2341,Ward Roberts,12
2342,Warren Beatty,631
2343,Warren P. Sonoda,28
2344,Warren Sheppard,0
2345,Wayne Beach,7
2346,Wayne Kramer,47
2347,Wayne Thornley,0
2348,Wayne Wang,61
2349,W.D. Hogan,4
2350,Werner Herzog,0
2351,Wes Anderson,0
2352,Wes Ball,47
2353,Wes Craven,0
2354,Whit Stillman,89
2355,Willard Huyck,8
2356,Will Canon,8
2357,Will Finn,6
2358,Will Gluck,87
2359,William A. Fraker,28
2360,William A. Graham,8
2361,William Arntz,0
2362,William Bindley,4
2363,William Brent Bell,19
2364,William Cottrell,0
2365,William Dear,50
2366,William Eubank,18
2367,William Friedkin,607
2368,William Gazecki,3
2369,William H. Macy,0
2370,William Kaufman,58
2371,William Malone,37
2372,William Phillips,3
2373,William Sachs,14
2374,William Shatner,0
2375,William Wyler,355
2376,Wil Shriner,6
2377,Wilson Yip,25
2378,Wolfgang Becker,31
2379,Wolfgang Petersen,249
2380,Woody Allen,11000
2381,Woo-Suk Kang,0
2382,Wych Kaosayananda,8
2383,Xavier Beauvois,22
2384,Xavier Gens,87
2385,Yarrow Cheney,11
2386,Yash Chopra,147
2387,Yimou Zhang,611
2388,Yorgos Lanthimos,252
2389,Youssef Delara,8
2390,Yuefeng Song,0
2391,Zach Braff,0
2392,Zach Cregger,138
2393,Zackary Adler,0
2394,Zack Snyder,0
2395,Zack Ward,662
2396,Zak Penn,87
2397,Zal Batmanglij,129
2398,Zoran Lisinac,0
